Gene	Tissue	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
TP53	GBM	18	14	26	149
PIK3R1	GBM	1	15	21	169
IDH1	GBM	0	13	7	193
PTEN	GBM	59	130	1	11
TCF12	GBM	1	48	1	165
LZTR1	GBM	4	63	1	139
NF1	GBM	9	16	8	164
STAG2	GBM	1	48	8	156
PIK3CA	GBM	0	10	17	160
PDGFRA	GBM	0	14	1	164
SPTA1	GBM	1	4	13	169
EGFR	GBM	0	1	0	17
ATRX	GBM	2	49	6	154
RB1	GBM	14	69	1	129
BRAF	GBM	0	1	0	32
