Gene	Tissue	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
B2M	DLBC	0	3	4	29
HIST1H1E	DLBC	2	4	4	34
TP53	DLBC	0	2	0	34
HLA-B	DLBC	1	6	1	33
MYD88	DLBC	2	9	4	27
TNFAIP3	DLBC	0	2	4	26
CD70	DLBC	0	2	3	38
PIM1	DLBC	2	8	6	30
CD79B	DLBC	0	4	4	35
BTG2	DLBC	1	15	8	22
TMSB4X	DLBC	1	3	5	30
KMT2D	DLBC	1	9	9	26
CARD11	DLBC	5	11	3	27
