Gene	Tissue	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
TP53	UCS	5	0	5	2
MAP3K4	UCS	3	21	0	22
PIK3R1	UCS	2	3	3	16
KRAS	UCS	6	21	1	15
ARID1A	UCS	4	12	1	23
PTEN	UCS	1	16	5	12
CHD4	UCS	4	18	2	17
PIK3CA	UCS	11	25	6	8
PPP2R1A	UCS	5	24	6	9
RFC1	UCS	0	16	1	12
FBXW7	UCS	1	4	8	6
RB1	UCS	0	13	0	9
ZBTB7B	UCS	5	34	0	10
