Gene	Tissue	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
TP53	ESCA	21	0	58	6
NFE2L2	ESCA	6	51	10	82
CDKN2A	ESCA	0	7	1	26
ARID1A	ESCA	0	19	4	77
ZNF750	ESCA	2	48	5	74
PIK3CA	ESCA	11	102	6	39
SMAD4	ESCA	1	17	0	35
FBXW7	ESCA	1	23	4	51
KMT2D	ESCA	7	29	9	86
NSD1	ESCA	0	23	5	65
ERBB2	ESCA	7	63	1	81
NOTCH1	ESCA	7	53	3	60
PTCH1	ESCA	1	46	2	63
