Gene	Tissue	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
B2M	DLBC	2	6	4	29
HIST1H1E	DLBC	0	3	4	34
TP53	DLBC	4	7	0	34
HLA-B	DLBC	1	3	1	33
MYD88	DLBC	0	5	4	27
TNFAIP3	DLBC	1	9	4	26
CD70	DLBC	0	4	3	38
PIM1	DLBC	0	2	6	30
CD79B	DLBC	1	4	4	35
BTG2	DLBC	1	1	8	22
TMSB4X	DLBC	0	8	5	30
KMT2D	DLBC	1	1	9	26
CARD11	DLBC	0	2	3	27
