Gene	Tissue	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
TP53	LAML	4	9	4	169
IDH2	LAML	0	4	8	177
IDH1	LAML	0	1	4	183
KRAS	LAML	1	4	5	179
KIT	LAML	0	3	2	180
RUNX1	LAML	1	1	7	172
PTPN11	LAML	0	1	3	185
ASXL1	LAML	0	1	6	180
SMC1A	LAML	0	5	4	177
PTPDC1	LAML	1	2	3	181
FLT3	LAML	0	1	7	174
SMC3	LAML	0	1	1	184
SF3B1	LAML	0	0	4	184
CEBPA	LAML	0	3	1	180
PHF6	LAML	0	6	3	178
DNMT3A	LAML	0	0	9	177
NPM1	LAML	0	5	9	175
U2AF1	LAML	0	2	3	171
WT1	LAML	0	3	3	179
