Gene	Tissue	Mut_Loss	NoMut_Loss	Mut_WT	NoMut_WT
TP53	UCS	40	2	5	2
MAP3K4	UCS	0	8	0	22
PIK3R1	UCS	1	29	3	16
KRAS	UCS	0	11	1	15
ARID1A	UCS	0	14	1	23
PTEN	UCS	3	16	5	12
CHD4	UCS	2	11	2	17
PIK3CA	UCS	1	3	6	8
PPP2R1A	UCS	4	6	6	9
RFC1	UCS	1	23	1	12
FBXW7	UCS	12	23	8	6
RB1	UCS	3	24	0	9
ZBTB7B	UCS	0	5	0	10
