Gene	Tissue	Mut_Gain	NoMut_Gain	Mut_WT	NoMut_WT
DNMT3A	Tquery	0	2	4	474
DNMT3A	nonTquery	0	2	9	177
NRAS	Tquery	0	4	37	446
NRAS	nonTquery	46	462	89	1860
HRAS	Tquery	1	5	15	460
HRAS	nonTquery	17	187	58	1332
AKT1	Tquery	0	12	5	472
AKT1	nonTquery	12	239	29	1266
BRAF	Tquery	1	21	280	184
BRAF	nonTquery	151	694	59	735
KRAS	Tquery	0	14	4	472
KRAS	nonTquery	198	1255	305	2700
EIF1AX	Tquery	0	9	7	471
EIF1AX	nonTquery	0	10	10	48
